DB00364,P02675,1
DB00186,P28472,1
DB00652,P35372,1
DB00404,P30536,1
DB00501,P25021,1
DB01068,P47870,1
DB00623,P14416,1
DB00554,P23219,1
DB01080,P80404,1
DB00350,P23219,1
DB01409,P11229,1
DB01224,P28221,1
DB01250,P01579,1
DB01173,O15399,1
DB00674,P30532,1
DB00697,P08913,1
DB00450,P35348,1
DB00808,P15382,1
DB00370,P41145,1
DB00211,P35368,1
DB01142,P41595,1
DB00981,P22303,1
DB01068,Q8N1C3,1
DB01068,P28476,1
DB00257,O15554,1
DB00714,P08908,1
DB01215,O14764,1
DB00861,P23219,1
DB01234,P04150,1
DB01064,P08588,1
DB01114,P23975,1
DB01036,P11229,1
DB00921,P41145,1
DB01427,Q07343,1
DB00724,Q9NR97,1
DB00782,P11229,1
DB01069,P11229,1
DB00594,Q16515,1
DB01119,P05023,1
DB01186,P18089,1
DB00454,Q05586,1
DB00333,Q8TCU5,1
DB00921,P41143,1
DB00734,P08913,1
DB00248,P35462,1
DB00376,P11229,1
DB00794,P34903,1
DB01035,Q14524,1
DB00715,P20309,1
DB01032,Q96RD7,1
DB00321,P20309,1
DB00679,P35348,1
DB00289,P23975,1
DB00975,Q9Y233,1
DB00862,P18545,1
DB01169,P28482,1
DB01119,Q12791,1
DB00975,P27815,1
DB00623,P21728,1
DB01200,P34969,1
DB01224,P08912,1
DB00475,P28472,1
DB00870,P35354,1
DB00524,P55017,1
DB01174,Q13002,1
DB01203,P07550,1
DB01100,Q12809,1
DB00363,P14416,1
DB00457,P35348,1
DB00753,P42261,1
DB00363,P28222,1
DB00268,P14416,1
DB00316,P23219,1
DB01254,P07947,1
DB01156,P23975,1
DB00753,P14867,1
DB00594,P19801,1
DB06216,P28223,1
DB00714,P28335,1
DB00334,P08912,1
DB01095,P04035,1
DB01224,P11229,1
DB00398,P15056,1
DB00780,P21397,1
DB00363,Q9H3N8,1
DB00962,P14867,1
DB00540,P08172,1
DB00364,P02671,1
DB00862,O76074,1
DB00605,P27361,1
DB00413,P35462,1
DB00721,Q9Y5Y9,1
DB00376,P08173,1
DB00396,P03372,1
DB01173,Q8TCU5,1
DB00669,P28222,1
DB01110,P35228,1
DB01254,P29317,1
DB00459,P28702,1
DB00691,P12821,1
DB00768,P29034,1
DB00246,P21728,1
DB00277,P29275,1
DB00908,O00180,1
DB00276,Q12809,1
DB00543,P23975,1
DB01069,P08173,1
DB00870,P23219,1
DB00334,P28335,1
DB01224,P21918,1
DB00246,P21917,1
DB01114,P31645,1
DB00621,P10275,1
DB00734,P28221,1
DB00802,P35372,1
DB00334,P28223,1
DB00963,P35354,1
DB01030,P11387,1
DB00248,P18089,1
DB00433,P14416,1
DB01595,P48169,1
DB00780,P27338,1
DB01104,P31645,1
DB01064,O00459,1
DB01162,P25100,1
DB00184,P30532,1
DB01159,P03886,1
DB01169,P24385,1
DB00191,P27338,1
DB00622,Q01668,1
DB00404,Q8N1C3,1
DB00794,P43681,1
DB00197,P11474,1
DB00969,P46098,1
DB00393,P35869,1
DB00690,Q8N1C3,1
DB00334,P18089,1
DB00268,P18825,1
DB00630,P14324,1
DB00715,P08173,1
DB00499,P35869,1
DB01032,Q9NSA0,1
DB01291,P08588,1
DB01114,Q01959,1
DB01118,O95180,1
DB01577,P23975,1
DB00280,P08172,1
DB01268,P36888,1
DB00907,Q14524,1
DB00472,P31645,1
DB00780,P80404,1
DB01406,P10275,1
DB00683,O14764,1
DB00228,P14867,1
DB01083,P16233,1
DB00829,P28476,1
DB00162,P10745,1
DB01151,P35348,1
DB01200,P21918,1
DB00819,P00918,1
DB00413,P08908,1
DB00721,Q8TCU5,1
DB00363,P18089,1
DB00280,Q9NZV8,1
DB00440,P00374,1
DB00714,P41595,1
DB01220,O75469,1
DB01088,Q07343,1
DB00750,Q14524,1
DB00751,P34969,1
DB00575,P18089,1
DB00475,Q8N1C3,1
DB00216,P28222,1
DB00696,P35368,1
DB00264,P08588,1
DB00605,P15121,1
DB00497,P35372,1
DB00906,P30531,1
DB00434,P11229,1
DB00202,P20309,1
DB00554,P35354,1
DB00413,P18825,1
DB00772,P06276,1
DB00768,P80511,1
DB00401,Q13698,1
DB00201,P30542,1
DB01291,P07550,1
DB00619,P07949,1
DB00293,P04818,1
DB00715,P08172,1
DB00842,P34903,1
DB00388,P25100,1
DB00475,P18507,1
DB00591,P04150,1
DB00733,P06276,1
DB00540,P31645,1
DB00358,P69905,1
DB00475,P24046,1
DB00795,O15111,1
DB00908,Q12809,1
DB00287,P43088,1
DB01050,P35354,1
DB00284,P10253,1
DB00728,P46098,1
DB06216,P28222,1
DB00363,P08173,1
DB00806,P30542,1
DB01019,P08172,1
DB00328,P23219,1
DB00363,P46098,1
DB01195,P35499,1
DB01087,P16083,1
DB00612,P08588,1
DB06287,P42345,1
DB01068,P14867,1
DB00842,P18507,1
DB00795,P37231,1
DB00458,P11229,1
DB00668,P07550,1
DB00541,P07437,1
DB00458,Q9UK17,1
DB00363,P08913,1
DB00458,P25100,1
DB00191,P23975,1
DB00780,Q16853,1
DB00603,P06401,1
DB00542,P12821,1
DB01186,P28221,1
DB00454,Q14957,1
DB01247,P21397,1
DB04896,P31645,1
DB00619,P16234,1
DB01023,Q13698,1
DB00459,P13631,1
DB00247,P41595,1
DB00449,P35348,1
DB00334,P08913,1
DB01217,P11511,1
DB01118,Q12809,1
DB00482,P35354,1
DB00862,Q13956,1
DB01223,P30542,1
DB00586,P23219,1
DB00200,Q99707,1
DB01142,P28335,1
DB00697,Q9Y2I1,1
DB00988,P35462,1
DB00381,Q00975,1
DB01159,P08100,1
DB00715,P31645,1
DB00246,P46098,1
DB00708,P41145,1
DB01050,P23219,1
DB01023,O95180,1
DB01013,P04150,1
DB06216,P35348,1
DB00841,P08588,1
DB01156,Q01959,1
DB00642,P04818,1
DB00315,P28221,1
DB00181,O75899,1
DB01115,Q13698,1
DB00696,P08913,1
DB00321,P08912,1
DB00231,P14867,1
DB00475,P14867,1
DB00307,P48443,1
DB00937,P23975,1
DB00344,P23975,1
DB06274,P41145,1
DB00195,P07550,1
DB00831,Q9NYX4,1
DB00376,P20309,1
DB00393,P08235,1
DB01069,P28223,1
DB01151,P17405,1
DB00246,P50406,1
DB00918,P28222,1
DB00696,P14416,1
DB00186,P14867,1
DB00186,Q99928,1
DB01037,P21397,1
DB00381,Q13698,1
DB01159,Q8TCU5,1
DB01142,P11229,1
DB01241,Q07869,1
DB01195,Q14524,1
DB00714,Q9NYX4,1
DB00904,P08908,1
DB01047,Q99835,1
DB00912,Q09428,1
DB00444,P11388,1
DB01186,P28223,1
DB01149,P35348,1
DB00768,P04271,1
DB01406,P13500,1
DB00909,O95180,1
DB01018,P08913,1
DB01186,P35462,1
DB00573,P35354,1
DB00631,P09884,1
DB00619,Q08345,1
DB01206,Q9H169,1
DB01254,P06241,1
DB00458,P08172,1
DB00674,P22303,1
DB00768,P23297,1
DB00418,P34903,1
DB00476,Q01959,1
DB00696,P28221,1
DB00836,P41143,1
DB00388,P35368,1
DB00983,P07550,1
DB00758,Q9H244,1
DB01238,P21917,1
DB00909,Q99250,1
DB01595,P14867,1
DB00898,P23416,1
DB00188,P28074,1
DB00999,Q16790,1
DB00203,P18545,1
DB01406,P03372,1
DB01260,P04150,1
DB00312,P48169,1
DB01200,P08908,1
DB01143,P22413,1
DB01558,P47870,1
DB01118,P08588,1
DB00268,P41595,1
DB00683,P28476,1
DB00555,Q99250,1
DB00334,P18825,1
DB00176,P31645,1
DB00656,P28335,1
DB01238,P20309,1
DB00897,Q8N1C3,1
DB01238,P28223,1
DB00661,O60840,1
DB01142,P18825,1
DB00925,P35348,1
DB00887,Q9UP95,1
DB01110,Q9H2S1,1
DB00753,Q09470,1
DB01064,Q92569,1
DB01069,P08172,1
DB01159,P59768,1
DB00396,P06401,1
DB00656,P08908,1
DB00734,P35368,1
DB00404,P28472,1
DB01159,O60391,1
DB00273,P39086,1
DB00831,P26447,1
DB00822,P09172,1
DB00543,P08913,1
DB00998,P28221,1
DB01393,Q03181,1
DB06201,P41594,1
DB01088,P00750,1
DB00308,O00180,1
DB00724,Q9NYK1,1
DB00370,P28335,1
DB00999,P00918,1
DB00694,Q02880,1
DB00745,P35368,1
DB01224,P08172,1
DB01149,P31645,1
DB01110,O15554,1
DB00411,Q15822,1
DB01238,P08173,1
DB01558,Q99928,1
DB00829,Q8N1C3,1
DB01193,P08588,1
DB00706,P35348,1
DB00321,O43526,1
DB00408,P21728,1
DB00762,P11387,1
DB00745,Q01959,1
DB00650,P04818,1
DB01098,P04035,1
DB01088,P43119,1
DB01254,P51692,1
DB00907,P31645,1
DB01062,P08172,1
DB01577,P18825,1
DB00661,O00555,1
DB01340,P12821,1
DB00384,P51168,1
DB01159,P14867,1
DB00692,P08913,1
DB00543,P14416,1
DB00818,P47870,1
DB01069,P08912,1
DB00248,P21918,1
DB01014,P09917,1
DB00674,P02708,1
DB01558,P48169,1
DB00704,P41143,1
DB00540,P28223,1
DB00669,P08908,1
DB00571,P28222,1
DB00953,P28221,1
DB01595,P47870,1
DB00273,P00918,1
DB00622,P35348,1
DB00408,P14416,1
DB01224,P35348,1
DB00603,P03372,1
DB00475,P34903,1
DB01238,P08172,1
DB00193,P23975,1
DB01258,P00797,1
DB01394,Q9H4B7,1
DB00540,P08908,1
DB00605,P23219,1
DB00231,P24046,1
DB01238,P35348,1
DB04861,P08588,1
DB00794,P14867,1
DB00756,P00367,1
DB01120,P15692,1
DB00665,P10275,1
DB00191,P31645,1
DB01186,P41595,1
DB00308,Q14654,1
DB01233,P14416,1
DB00331,Q9Y478,1
DB00714,P18089,1
DB00477,P08908,1
DB00652,P41145,1
DB00757,P46098,1
DB00320,P28222,1
DB00661,O00305,1
DB00334,P21917,1
DB00800,P21918,1
DB00321,P31645,1
DB01017,P42574,1
DB00457,P25100,1
DB00674,P32297,1
DB00373,P08588,1
DB01113,Q9Y233,1
DB00349,P14867,1
DB00404,P18507,1
DB00363,P08908,1
DB00668,P08588,1
DB00768,Q99584,1
DB00334,P35368,1
DB01226,Q15822,1
DB06216,P14416,1
DB04896,P23975,1
DB00966,P30556,1
DB00201,P29274,1
DB06711,P35348,1
DB00419,Q16739,1
DB00178,P12821,1
DB00573,P23219,1
DB00842,P47870,1
DB00422,P31645,1
DB01142,P18089,1
DB00715,P23975,1
DB00210,P13631,1
DB00834,P06401,1
DB01224,P35368,1
DB00809,P20309,1
DB00200,Q8IVH4,1
DB00813,P41145,1
DB01151,P08173,1
DB01558,Q8N1C3,1
DB00377,P46098,1
DB01210,P07550,1
DB00842,P24046,1
DB00907,P08172,1
DB00277,P27815,1
DB00337,P62942,1
DB00661,Q14654,1
DB00413,P28223,1
DB00899,P41145,1
DB01196,P11137,1
DB00949,Q13224,1
DB00449,P07550,1
DB01591,P08173,1
DB00543,P11229,1
DB00379,P35869,1
DB01238,P08912,1
DB00721,Q15822,1
DB00697,P18825,1
DB01273,P36544,1
DB01151,P07550,1
DB00756,P09622,1
DB00679,P21728,1
DB01014,P37231,1
DB00480,O14788,1
DB00605,Q03181,1
DB00669,P30939,1
DB01591,P08172,1
DB01067,Q09428,1
DB00408,P28223,1
DB01238,P28221,1
DB00242,Q9NRF9,1
DB00182,Q01959,1
DB00393,O60840,1
DB06216,P18825,1
DB01406,P06401,1
DB00411,P08172,1
DB01043,P46098,1
DB01618,P11229,1
DB00608,Q9NR96,1
DB00683,P34903,1
DB01097,P35869,1
DB00899,P35372,1
DB00586,P09917,1
DB01186,P14416,1
DB00953,P30939,1
DB00590,P25100,1
DB00227,Q92769,1
DB01043,Q8TCU5,1
DB00197,P62508,1
DB00651,P29274,1
DB00799,P28702,1
DB00734,P18089,1
DB00204,Q14500,1
DB05246,O43497,1
DB00368,P18825,1
DB00248,P18825,1
DB00988,Q01959,1
DB00851,P52209,1
DB01014,P35354,1
DB00938,P07550,1
DB00990,P11511,1
DB00351,P06401,1
DB00268,P21917,1
DB06216,P28335,1
DB00363,P08172,1
DB00231,P47870,1
DB06335,P27487,1
DB00813,P35372,1
DB00312,P43681,1
DB00425,P14867,1
DB06216,P07550,1
DB00334,P46098,1
DB01356,P29218,1
DB00598,P35368,1
DB01009,P35354,1
DB00368,P07550,1
DB00502,P35462,1
DB00586,P78348,1
DB01234,P51843,1
DB00624,P10275,1
DB00363,P20309,1
DB00806,P27815,1
DB00318,P41143,1
DB01161,Q8TCU5,1
DB00363,P11229,1
DB01238,P18825,1
DB01023,P02585,1
DB00679,P28223,1
DB00651,Q07343,1
DB01280,P09884,1
DB01200,P28222,1
DB01214,P07550,1
DB00836,P01189,1
DB00530,O75469,1
DB01577,P31645,1
DB00683,P18507,1
DB00640,P30542,1
DB00993,P00492,1
DB01226,P08172,1
DB00184,Q15822,1
DB00193,P41145,1
DB01224,P21917,1
DB00418,P48169,1
DB00988,P09172,1
DB00489,P08588,1
DB01558,P18507,1
