DB00915,P35372,1
DB00484,P08908,1
DB01224,Q9H3N8,1
DB00571,P60568,1
DB00368,P08908,1
DB01183,P04181,1
DB00883,P18089,1
DB01151,P10721,1
DB00465,P35626,1
DB00640,P07339,1
DB05246,P16473,1
DB00401,P42684,1
DB00715,P28331,1
DB00842,P17174,1
DB01224,O43772,1
DB00363,Q9Y6M9,1
DB01098,P13612,1
DB01260,P78417,1
DB04896,P28331,1
DB00603,P08700,1
DB00871,P48443,1
DB01577,P01589,1
DB01110,P20823,1
DB06216,P05093,1
DB01200,Q9H3N8,1
DB00228,Q92781,1
DB00715,P50416,1
DB00734,P05093,1
DB00734,P08908,1
DB00364,P16066,1
DB00320,P53985,1
DB00872,P49916,1
DB00622,P41143,1
DB00368,P02818,1
DB00806,P07339,1
DB00349,P41231,1
DB00247,P09884,1
DB01591,P09917,1
DB00674,P61221,1
DB01280,P08172,1
DB00964,P08908,1
DB00630,Q99542,1
DB01068,P18283,1
DB00318,P04181,1
DB00909,Q15046,1
DB00900,P14679,1
DB00458,P78540,1
DB01291,Q9Y5Y9,1
DB00575,P05093,1
DB01200,P02787,1
DB00231,O00329,1
DB00334,P35916,1
DB00292,P40925,1
DB01100,P41143,1
DB01067,P00742,1
DB01218,P11229,1
DB00381,Q05655,1
DB00980,P25101,1
DB00692,P08908,1
DB00363,O43708,1
DB00905,Q02643,1
DB01115,Q9NSA0,1
DB00401,P27695,1
DB00841,P48443,1
DB00715,O75380,1
DB01012,P54687,1
DB01083,P13501,1
DB00193,P22033,1
DB00909,P49759,1
DB00231,Q08462,1
DB01104,P78540,1
DB01233,P02792,1
DB00818,P05452,1
DB06216,Q9Y5Y9,1
DB00952,P38484,1
DB00697,P40925,1
DB01215,Q08462,1
DB00594,P78348,1
DB01577,O95477,1
DB00246,P16220,1
DB00188,Q13093,1
DB00829,O00329,1
DB00489,P48443,1
DB00642,P48736,1
DB04845,P35030,1
DB00434,P30613,1
DB00872,P49588,1
DB00887,P07101,1
DB06228,Q9UBS5,1
DB00933,P10721,1
DB01224,P35916,1
DB01014,P00742,1
DB01080,Q9Y478,1
DB00458,P28331,1
DB00382,Q9H6Z9,1
DB00273,P18283,1
DB00334,P40925,1
DB00281,P36021,1
DB00315,P38484,1
DB00949,P14784,1
DB01173,P36021,1
DB01119,P04083,1
DB00656,P02787,1
DB00349,P17174,1
DB00334,P08908,1
DB00844,P22033,1
DB01195,Q15046,1
DB00471,P30531,1
DB00177,P34995,1
DB00364,P34741,1
DB01064,Q9Y5Y9,1
DB00288,P22303,1
DB00541,P13631,1
DB00185,P30613,1
DB00308,P42684,1
DB06216,Q9Y6M9,1
DB00404,O00329,1
DB01364,Q13936,1
DB00540,P02818,1
DB00264,Q9Y5Y9,1
DB00334,O43772,1
DB00482,P29474,1
