53,344,5.619788758288394
16,154,5.455931955649724
22,218,8.040958607678906
37,46,6.0
60,120,6.2441251443275085
41,188,5.455931955649724
24,385,5.161150909262744
31,203,8.148741651280925
29,413,7.552841968657781
40,46,7.318758762624412
55,285,6.638272163982407
40,389,9.148741651280925
45,399,5.327902142064283
37,201,7.823908740944319
40,396,6.443697499232712
58,194,6.522878745280337
66,407,5.376750709602099
22,156,7.3979400086720375
60,325,7.180456064458132
16,325,5.494850021680094
49,338,6.698970004336019
57,290,7.795880017344075
38,219,6.130768280269024
44,84,5.481486060122113
20,180,5.7447274948966935
60,191,5.920818753952375
22,247,9.086186147616283
9,114,6.920818753952375
5,196,5.795880017344075
66,295,7.031517051446065
29,347,5.6020599913279625
38,49,6.795880017344075
16,166,5.5376020021010435
55,161,7.102372908709558
2,118,6.275724130399211
14,49,5.795880017344075
63,76,5.552841968657781
42,308,8.823908740944319
58,418,6.886056647693163
43,175,5.568636235841013
4,381,5.318758762624412
47,432,6.050609993355087
60,29,5.327902142064283
45,362,6.585026652029182
61,204,8.221848749616356
45,363,6.236572006437063
14,161,5.522878745280337
15,403,5.301029995663981
10,4,9.958607314841775
58,369,5.6020599913279625
19,413,7.619788758288394
19,425,5.657577319177793
2,44,5.769551078621726
47,283,5.508638306165727
48,94,5.173925197299174
60,22,5.154901959985743
31,21,5.657577319177793
5,116,5.638272163982407
14,218,6.0915149811213505
56,168,7.769551078621726
19,213,5.431798275933005
67,200,8.292429823902063
47,103,7.366531544420414
46,243,5.2441251443275085
57,360,7.309803919971486
20,380,5.7447274948966935
42,316,8.522878745280337
9,49,5.920818753952375
37,6,5.853871964321762
58,60,6.036212172654444
56,83,8.017728766960431
15,122,5.823908740944319
47,270,5.026872146400302
16,419,7.086186147616283
10,261,6.42021640338319
6,1,7.200659450546418
47,30,6.481486060122113
49,336,5.823908740944319
10,417,5.508638306165727
22,28,6.136677139879544
39,409,6.0
7,177,5.5376020021010435
49,52,5.657577319177793
53,271,5.698970004336019
40,355,7.1487416512809245
47,15,6.468521082957745
59,120,5.657577319177793
32,298,8.721246399047171
19,36,5.958607314841775
31,156,7.2839966563652006
38,346,5.619788758288394
10,122,6.958607314841775
29,274,5.275724130399211
47,196,7.443697499232712
21,423,5.42021640338319
38,122,9.200659450546418
56,402,7.920818753952375
9,119,6.008773924307505
41,410,5.173925197299174
5,375,6.0
16,145,6.292429823902063
6,363,5.00436480540245
29,131,6.4089353929735005
14,129,5.920818753952375
63,187,6.200659450546418
66,355,7.508638306165727
57,417,7.0
44,113,6.657577319177793
67,298,7.6020599913279625
19,383,6.017728766960431
47,159,9.187086643357144
53,428,7.187086643357144
21,102,6.102372908709558
19,162,8.958607314841775
56,51,8.958607314841775
10,365,6.42021640338319
21,105,5.5376020021010435
57,421,5.200659450546418
1,131,5.431798275933005
44,176,6.522878745280337
60,180,5.886056647693163
10,123,6.468521082957745
41,400,5.275724130399211
54,237,7.00436480540245
28,207,8.221848749616356
58,233,7.356547323513812
12,399,5.356547323513812
53,38,7.568636235841013
28,422,7.468521082957745
66,186,6.769551078621726
